Year,Region,School,School_Key,School Level,grade_level_id,subgroup,Measure_Code,Measure_Name,Essential,Respondent_Type,Score
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,70
2024,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,70
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,70
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,,1,All,engg,Academic Engagement,Supplemental,Student,38
2024,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,52
2024,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,22
2024,Unassigned,,NAN,,,5th Graders,engg,Academic Engagement,Supplemental,Student,36
2024,Unassigned,,NAN,,,6th Graders,engg,Academic Engagement,Supplemental,Student,53
2024,Unassigned,,NAN,,,7th Graders,engg,Academic Engagement,Supplemental,Student,8
2024,Unassigned,,NAN,,,8th Graders,engg,Academic Engagement,Supplemental,Student,73
2024,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,36
2024,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,39
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,38
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,33
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,,8,All,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,98
2024,Unassigned,,NAN,,,4th Graders,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,5th Graders,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,ELL,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,97
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,,2,All,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,9th Graders,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,10th Graders,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,11th Graders,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,12th Graders,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,Latino,engg,Academic Engagement,Supplemental,Student,91
2024,Unassigned,,NAN,,,White,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,Two or more,engg,Academic Engagement,Supplemental,Student,78
2024,Unassigned,,NAN,,,ELL,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,Non-FRL,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,95
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,99
2024,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,,9,All,engg,Academic Engagement,Supplemental,Student,61
2024,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,61
2024,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,61
2024,Unassigned,,NAN,,,6th Graders,engg,Academic Engagement,Supplemental,Student,51
2024,Unassigned,,NAN,,,7th Graders,engg,Academic Engagement,Supplemental,Student,69
2024,Unassigned,,NAN,,,8th Graders,engg,Academic Engagement,Supplemental,Student,62
2024,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,61
2024,Unassigned,,NAN,,,Latino,engg,Academic Engagement,Supplemental,Student,65
2024,Unassigned,,NAN,,,ELL,engg,Academic Engagement,Supplemental,Student,77
2024,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,55
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,61
2024,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,61
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,61
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,,1,All,engg,Academic Engagement,Supplemental,Student,36
2024,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,44
2024,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,28
2024,Unassigned,,NAN,,,4th Graders,engg,Academic Engagement,Supplemental,Student,38
2024,Unassigned,,NAN,,,5th Graders,engg,Academic Engagement,Supplemental,Student,72
2024,Unassigned,,NAN,,,6th Graders,engg,Academic Engagement,Supplemental,Student,1
2024,Unassigned,,NAN,,,7th Graders,engg,Academic Engagement,Supplemental,Student,24
2024,Unassigned,,NAN,,,8th Graders,engg,Academic Engagement,Supplemental,Student,62
2024,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,55
2024,Unassigned,,NAN,,,White,engg,Academic Engagement,Supplemental,Student,21
2024,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,36
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,37
2024,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,69
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,28
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,,8,All,engg,Academic Engagement,Supplemental,Student,68
2024,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,29
2024,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,4th Graders,engg,Academic Engagement,Supplemental,Student,67
2024,Unassigned,,NAN,,,5th Graders,engg,Academic Engagement,Supplemental,Student,68
2024,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,58
2024,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,57
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,68
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,63
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,,2,All,engg,Academic Engagement,Supplemental,Student,71
2024,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,75
2024,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,68
2024,Unassigned,,NAN,,,6th Graders,engg,Academic Engagement,Supplemental,Student,60
2024,Unassigned,,NAN,,,7th Graders,engg,Academic Engagement,Supplemental,Student,83
2024,Unassigned,,NAN,,,8th Graders,engg,Academic Engagement,Supplemental,Student,51
2024,Unassigned,,NAN,,,9th Graders,engg,Academic Engagement,Supplemental,Student,53
2024,Unassigned,,NAN,,,10th Graders,engg,Academic Engagement,Supplemental,Student,98
2024,Unassigned,,NAN,,,11th Graders,engg,Academic Engagement,Supplemental,Student,87
2024,Unassigned,,NAN,,,12th Graders,engg,Academic Engagement,Supplemental,Student,87
2024,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,73
2024,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,65
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,72
2024,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,87
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,69
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,,1,All,engg,Academic Engagement,Supplemental,Student,60
2024,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,60
2024,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,60
2024,Unassigned,,NAN,,,4th Graders,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,5th Graders,engg,Academic Engagement,Supplemental,Student,45
2024,Unassigned,,NAN,,,7th Graders,engg,Academic Engagement,Supplemental,Student,41
2024,Unassigned,,NAN,,,8th Graders,engg,Academic Engagement,Supplemental,Student,53
2024,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,60
2024,Unassigned,,NAN,,,Latino,engg,Academic Engagement,Supplemental,Student,63
2024,Unassigned,,NAN,,,White,engg,Academic Engagement,Supplemental,Student,62
2024,Unassigned,,NAN,,,ELL,engg,Academic Engagement,Supplemental,Student,58
2024,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,55
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,60
2024,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,15
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,67
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,,1,All,engg,Academic Engagement,Supplemental,Student,35
2024,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,34
2024,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,36
2024,Unassigned,,NAN,,,4th Graders,engg,Academic Engagement,Supplemental,Student,82
2024,Unassigned,,NAN,,,5th Graders,engg,Academic Engagement,Supplemental,Student,44
2024,Unassigned,,NAN,,,9th Graders,engg,Academic Engagement,Supplemental,Student,5
2024,Unassigned,,NAN,,,10th Graders,engg,Academic Engagement,Supplemental,Student,1
2024,Unassigned,,NAN,,,11th Graders,engg,Academic Engagement,Supplemental,Student,28
2024,Unassigned,,NAN,,,12th Graders,engg,Academic Engagement,Supplemental,Student,27
2024,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,49
2024,Unassigned,,NAN,,,Latino,engg,Academic Engagement,Supplemental,Student,36
2024,Unassigned,,NAN,,,White,engg,Academic Engagement,Supplemental,Student,23
2024,Unassigned,,NAN,,,Two or more,engg,Academic Engagement,Supplemental,Student,30
2024,Unassigned,,NAN,,,ELL,engg,Academic Engagement,Supplemental,Student,43
2024,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,33
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,35
2024,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,43
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,34
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,,1,All,engg,Academic Engagement,Supplemental,Student,34
2024,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,39
2024,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,28
2024,Unassigned,,NAN,,,4th Graders,engg,Academic Engagement,Supplemental,Student,56
2024,Unassigned,,NAN,,,5th Graders,engg,Academic Engagement,Supplemental,Student,48
2024,Unassigned,,NAN,,,6th Graders,engg,Academic Engagement,Supplemental,Student,9
2024,Unassigned,,NAN,,,7th Graders,engg,Academic Engagement,Supplemental,Student,32
2024,Unassigned,,NAN,,,8th Graders,engg,Academic Engagement,Supplemental,Student,23
2024,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,36
2024,Unassigned,,NAN,,,White,engg,Academic Engagement,Supplemental,Student,35
2024,Unassigned,,NAN,,,Two or more,engg,Academic Engagement,Supplemental,Student,30
2024,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,32
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,34
2024,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,57
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,32
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,,1,All,engg,Academic Engagement,Supplemental,Student,14
2024,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,16
2024,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,14
2024,Unassigned,,NAN,,,5th Graders,engg,Academic Engagement,Supplemental,Student,33
2024,Unassigned,,NAN,,,6th Graders,engg,Academic Engagement,Supplemental,Student,16
2024,Unassigned,,NAN,,,7th Graders,engg,Academic Engagement,Supplemental,Student,4
2024,Unassigned,,NAN,,,8th Graders,engg,Academic Engagement,Supplemental,Student,6
2024,Unassigned,,NAN,,,9th Graders,engg,Academic Engagement,Supplemental,Student,1
2024,Unassigned,,NAN,,,10th Graders,engg,Academic Engagement,Supplemental,Student,15
2024,Unassigned,,NAN,,,11th Graders,engg,Academic Engagement,Supplemental,Student,43
2024,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,24
2024,Unassigned,,NAN,,,Latino,engg,Academic Engagement,Supplemental,Student,1
2024,Unassigned,,NAN,,,White,engg,Academic Engagement,Supplemental,Student,18
2024,Unassigned,,NAN,,,Two or more,engg,Academic Engagement,Supplemental,Student,1
2024,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,15
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,14
2024,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,15
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,14
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,,1,All,engg,Academic Engagement,Supplemental,Student,58
2024,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,48
2024,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,70
2024,Unassigned,,NAN,,,4th Graders,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,5th Graders,engg,Academic Engagement,Supplemental,Student,57
2024,Unassigned,,NAN,,,6th Graders,engg,Academic Engagement,Supplemental,Student,17
2024,Unassigned,,NAN,,,7th Graders,engg,Academic Engagement,Supplemental,Student,65
2024,Unassigned,,NAN,,,8th Graders,engg,Academic Engagement,Supplemental,Student,42
2024,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,52
2024,Unassigned,,NAN,,,Latino,engg,Academic Engagement,Supplemental,Student,75
2024,Unassigned,,NAN,,,Two or more,engg,Academic Engagement,Supplemental,Student,66
2024,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,56
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,58
2024,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,44
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,60
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,,1,All,engg,Academic Engagement,Supplemental,Student,22
2024,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,31
2024,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,15
2024,Unassigned,,NAN,,,5th Graders,engg,Academic Engagement,Supplemental,Student,44
2024,Unassigned,,NAN,,,6th Graders,engg,Academic Engagement,Supplemental,Student,21
2024,Unassigned,,NAN,,,7th Graders,engg,Academic Engagement,Supplemental,Student,24
2024,Unassigned,,NAN,,,8th Graders,engg,Academic Engagement,Supplemental,Student,2
2024,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,24
2024,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,21
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,22
2024,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,40
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,20
2024,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,,1,All,engg,Academic Engagement,Supplemental,Student,69
2024,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,78
2024,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,59
2024,Unassigned,,NAN,,,4th Graders,engg,Academic Engagement,Supplemental,Student,48
2024,Unassigned,,NAN,,,5th Graders,engg,Academic Engagement,Supplemental,Student,45
2024,Unassigned,,NAN,,,6th Graders,engg,Academic Engagement,Supplemental,Student,95
2024,Unassigned,,NAN,,,7th Graders,engg,Academic Engagement,Supplemental,Student,96
2024,Unassigned,,NAN,,,8th Graders,engg,Academic Engagement,Supplemental,Student,79
2024,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,92
2024,Unassigned,,NAN,,,Latino,engg,Academic Engagement,Supplemental,Student,47
2024,Unassigned,,NAN,,,White,engg,Academic Engagement,Supplemental,Student,67
2024,Unassigned,,NAN,,,ELL,engg,Academic Engagement,Supplemental,Student,60
2024,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,72
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,69
2024,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,52
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,72
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,,2,All,engg,Academic Engagement,Supplemental,Student,73
2024,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,73
2024,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,75
2024,Unassigned,,NAN,,,9th Graders,engg,Academic Engagement,Supplemental,Student,88
2024,Unassigned,,NAN,,,10th Graders,engg,Academic Engagement,Supplemental,Student,38
2024,Unassigned,,NAN,,,11th Graders,engg,Academic Engagement,Supplemental,Student,81
2024,Unassigned,,NAN,,,12th Graders,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,75
2024,Unassigned,,NAN,,,Latino,engg,Academic Engagement,Supplemental,Student,81
2024,Unassigned,,NAN,,,White,engg,Academic Engagement,Supplemental,Student,67
2024,Unassigned,,NAN,,,Two or more,engg,Academic Engagement,Supplemental,Student,87
2024,Unassigned,,NAN,,,ELL,engg,Academic Engagement,Supplemental,Student,99
2024,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,71
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,85
2024,Unassigned,,NAN,,,Non-FRL,engg,Academic Engagement,Supplemental,Student,58
2024,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,80
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,73
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,,9,All,engg,Academic Engagement,Supplemental,Student,39
2024,Unassigned,,NAN,,,Boys,engg,Academic Engagement,Supplemental,Student,39
2024,Unassigned,,NAN,,,Girls,engg,Academic Engagement,Supplemental,Student,39
2024,Unassigned,,NAN,,,6th Graders,engg,Academic Engagement,Supplemental,Student,83
2024,Unassigned,,NAN,,,7th Graders,engg,Academic Engagement,Supplemental,Student,26
2024,Unassigned,,NAN,,,8th Graders,engg,Academic Engagement,Supplemental,Student,8
2024,Unassigned,,NAN,,,Asian,engg,Academic Engagement,Supplemental,Student,97
2024,Unassigned,,NAN,,,Black/African Am,engg,Academic Engagement,Supplemental,Student,58
2024,Unassigned,,NAN,,,Latino,engg,Academic Engagement,Supplemental,Student,45
2024,Unassigned,,NAN,,,White,engg,Academic Engagement,Supplemental,Student,28
2024,Unassigned,,NAN,,,Two or more,engg,Academic Engagement,Supplemental,Student,35
2024,Unassigned,,NAN,,,ELL,engg,Academic Engagement,Supplemental,Student,64
2024,Unassigned,,NAN,,,Non-ELL,engg,Academic Engagement,Supplemental,Student,33
2024,Unassigned,,NAN,,,FRL,engg,Academic Engagement,Supplemental,Student,47
2024,Unassigned,,NAN,,,Non-FRL,engg,Academic Engagement,Supplemental,Student,27
2024,Unassigned,,NAN,,,IEP,engg,Academic Engagement,Supplemental,Student,85
2024,Unassigned,,NAN,,,Non-IEP,engg,Academic Engagement,Supplemental,Student,36
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,,1,All,engl,English Instruction,Ambitious Instruction,Student,49
2024,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,44
2024,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,53
2024,Unassigned,,NAN,,,4th Graders,engl,English Instruction,Ambitious Instruction,Student,38
2024,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,35
2024,Unassigned,,NAN,,,6th Graders,engl,English Instruction,Ambitious Instruction,Student,50
2024,Unassigned,,NAN,,,7th Graders,engl,English Instruction,Ambitious Instruction,Student,59
2024,Unassigned,,NAN,,,8th Graders,engl,English Instruction,Ambitious Instruction,Student,44
2024,Unassigned,,NAN,,,9th Graders,engl,English Instruction,Ambitious Instruction,Student,44
2024,Unassigned,,NAN,,,10th Graders,engl,English Instruction,Ambitious Instruction,Student,42
2024,Unassigned,,NAN,,,11th Graders,engl,English Instruction,Ambitious Instruction,Student,46
2024,Unassigned,,NAN,,,12th Graders,engl,English Instruction,Ambitious Instruction,Student,72
2024,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,46
2024,Unassigned,,NAN,,,Latino,engl,English Instruction,Ambitious Instruction,Student,55
2024,Unassigned,,NAN,,,White,engl,English Instruction,Ambitious Instruction,Student,34
2024,Unassigned,,NAN,,,ELL,engl,English Instruction,Ambitious Instruction,Student,57
2024,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,44
2024,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,49
2024,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,43
2024,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,40
2024,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,50
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,,1,All,engl,English Instruction,Ambitious Instruction,Student,55
2024,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,47
2024,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,62
2024,Unassigned,,NAN,,,4th Graders,engl,English Instruction,Ambitious Instruction,Student,60
2024,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,36
2024,Unassigned,,NAN,,,6th Graders,engl,English Instruction,Ambitious Instruction,Student,59
2024,Unassigned,,NAN,,,7th Graders,engl,English Instruction,Ambitious Instruction,Student,44
2024,Unassigned,,NAN,,,8th Graders,engl,English Instruction,Ambitious Instruction,Student,76
2024,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,53
2024,Unassigned,,NAN,,,Latino,engl,English Instruction,Ambitious Instruction,Student,59
2024,Unassigned,,NAN,,,ELL,engl,English Instruction,Ambitious Instruction,Student,58
2024,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,48
2024,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,55
2024,Unassigned,,NAN,,,Non-FRL,engl,English Instruction,Ambitious Instruction,Student,54
2024,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,6
2024,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,58
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,,1,All,engl,English Instruction,Ambitious Instruction,Student,53
2024,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,54
2024,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,53
2024,Unassigned,,NAN,,,4th Graders,engl,English Instruction,Ambitious Instruction,Student,46
2024,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,71
2024,Unassigned,,NAN,,,6th Graders,engl,English Instruction,Ambitious Instruction,Student,54
2024,Unassigned,,NAN,,,7th Graders,engl,English Instruction,Ambitious Instruction,Student,42
2024,Unassigned,,NAN,,,8th Graders,engl,English Instruction,Ambitious Instruction,Student,37
2024,Unassigned,,NAN,,,9th Graders,engl,English Instruction,Ambitious Instruction,Student,70
2024,Unassigned,,NAN,,,10th Graders,engl,English Instruction,Ambitious Instruction,Student,54
2024,Unassigned,,NAN,,,11th Graders,engl,English Instruction,Ambitious Instruction,Student,78
2024,Unassigned,,NAN,,,12th Graders,engl,English Instruction,Ambitious Instruction,Student,45
2024,Unassigned,,NAN,,,Asian,engl,English Instruction,Ambitious Instruction,Student,65
2024,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,51
2024,Unassigned,,NAN,,,Latino,engl,English Instruction,Ambitious Instruction,Student,62
2024,Unassigned,,NAN,,,White,engl,English Instruction,Ambitious Instruction,Student,75
2024,Unassigned,,NAN,,,ELL,engl,English Instruction,Ambitious Instruction,Student,99
2024,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,51
2024,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,53
2024,Unassigned,,NAN,,,IEP,engl,English Instruction,Ambitious Instruction,Student,55
2024,Unassigned,,NAN,,,Non-IEP,engl,English Instruction,Ambitious Instruction,Student,53
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,,1,All,engl,English Instruction,Ambitious Instruction,Student,51
2024,Unassigned,,NAN,,,Boys,engl,English Instruction,Ambitious Instruction,Student,50
2024,Unassigned,,NAN,,,Girls,engl,English Instruction,Ambitious Instruction,Student,51
2024,Unassigned,,NAN,,,4th Graders,engl,English Instruction,Ambitious Instruction,Student,50
2024,Unassigned,,NAN,,,5th Graders,engl,English Instruction,Ambitious Instruction,Student,45
2024,Unassigned,,NAN,,,Black/African Am,engl,English Instruction,Ambitious Instruction,Student,57
2024,Unassigned,,NAN,,,Non-ELL,engl,English Instruction,Ambitious Instruction,Student,53
2024,Unassigned,,NAN,,,FRL,engl,English Instruction,Ambitious Instruction,Student,51
