Year,Region,School,School_Key,Role,Item_Text,Response_Option,Percent,Is_Favorable,Is_Unfavorable
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,Student,My teachers always keep their promises.,Agree,48,TRUE,FALSE
2025,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,Student,My teachers always keep their promises.,Agree,24,TRUE,FALSE
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,Student,My teachers always keep their promises.,Agree,53,TRUE,FALSE
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,Student,My teachers always keep their promises.,Strongly agree,7,TRUE,FALSE
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,Student,My teachers always keep their promises.,Strongly agree,17,TRUE,FALSE
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,Student,My teachers always keep their promises.,Strongly agree,9,TRUE,FALSE
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,Student,My teachers always keep their promises.,Strongly agree,8,TRUE,FALSE
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,Student,My teachers always keep their promises.,Strongly agree,10,TRUE,FALSE
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,Student,My teachers always keep their promises.,Strongly agree,17,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,Student,My teachers always keep their promises.,Strongly agree,9,TRUE,FALSE
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,My teachers always keep their promises.,Strongly agree,28,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,Student,My teachers always keep their promises.,Strongly agree,18,TRUE,FALSE
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,Student,My teachers always keep their promises.,Strongly agree,9,TRUE,FALSE
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,Student,My teachers always keep their promises.,Strongly agree,10,TRUE,FALSE
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,Student,My teachers always keep their promises.,Strongly agree,25,TRUE,FALSE
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,Student,My teachers always keep their promises.,Strongly agree,7,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,Student,My teachers always keep their promises.,Strongly agree,10,TRUE,FALSE
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,Student,My teachers always keep their promises.,Strongly agree,0,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,Student,My teachers always keep their promises.,Strongly agree,15,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,Student,My teachers always keep their promises.,Strongly agree,8,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,Student,My teachers always keep their promises.,Strongly agree,10,TRUE,FALSE
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Student,My teachers always keep their promises.,Strongly agree,19,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,Student,My teachers always keep their promises.,Strongly agree,9,TRUE,FALSE
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,Student,My teachers always keep their promises.,Strongly agree,12,TRUE,FALSE
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,Student,My teachers always keep their promises.,Strongly agree,12,TRUE,FALSE
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,Student,My teachers always keep their promises.,Strongly agree,9,TRUE,FALSE
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Student,My teachers always keep their promises.,Strongly agree,21,TRUE,FALSE
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,Student,My teachers always keep their promises.,Strongly agree,12,TRUE,FALSE
2025,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,Student,My teachers always keep their promises.,Strongly agree,8,TRUE,FALSE
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,Student,My teachers always keep their promises.,Strongly agree,15,TRUE,FALSE
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,Student,My teachers will always listen to students' ideas.,Strongly disagree,6,FALSE,TRUE
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,Student,My teachers will always listen to students' ideas.,Strongly disagree,4,FALSE,TRUE
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,Student,My teachers will always listen to students' ideas.,Strongly disagree,4,FALSE,TRUE
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,Student,My teachers will always listen to students' ideas.,Strongly disagree,7,FALSE,TRUE
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,Student,My teachers will always listen to students' ideas.,Strongly disagree,7,FALSE,TRUE
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,Student,My teachers will always listen to students' ideas.,Strongly disagree,3,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,Student,My teachers will always listen to students' ideas.,Strongly disagree,9,FALSE,TRUE
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,My teachers will always listen to students' ideas.,Strongly disagree,8,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,Student,My teachers will always listen to students' ideas.,Strongly disagree,4,FALSE,TRUE
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,Student,My teachers will always listen to students' ideas.,Strongly disagree,7,FALSE,TRUE
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,Student,My teachers will always listen to students' ideas.,Strongly disagree,12,FALSE,TRUE
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,Student,My teachers will always listen to students' ideas.,Strongly disagree,8,FALSE,TRUE
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,Student,My teachers will always listen to students' ideas.,Strongly disagree,9,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,Student,My teachers will always listen to students' ideas.,Strongly disagree,8,FALSE,TRUE
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,Student,My teachers will always listen to students' ideas.,Strongly disagree,10,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,Student,My teachers will always listen to students' ideas.,Strongly disagree,5,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,Student,My teachers will always listen to students' ideas.,Strongly disagree,5,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,Student,My teachers will always listen to students' ideas.,Strongly disagree,3,FALSE,TRUE
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Student,My teachers will always listen to students' ideas.,Strongly disagree,5,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,Student,My teachers will always listen to students' ideas.,Strongly disagree,13,FALSE,TRUE
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,Student,My teachers will always listen to students' ideas.,Strongly disagree,5,FALSE,TRUE
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,Student,My teachers will always listen to students' ideas.,Strongly disagree,8,FALSE,TRUE
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,Student,My teachers will always listen to students' ideas.,Strongly disagree,5,FALSE,TRUE
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Student,My teachers will always listen to students' ideas.,Strongly disagree,6,FALSE,TRUE
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,Student,My teachers will always listen to students' ideas.,Strongly disagree,11,FALSE,TRUE
2025,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,Student,My teachers will always listen to students' ideas.,Strongly disagree,11,FALSE,TRUE
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,Student,My teachers will always listen to students' ideas.,Strongly disagree,2,FALSE,TRUE
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,Student,My teachers will always listen to students' ideas.,Disagree,28,FALSE,TRUE
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,Student,My teachers will always listen to students' ideas.,Disagree,18,FALSE,TRUE
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,Student,My teachers will always listen to students' ideas.,Disagree,26,FALSE,TRUE
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,Student,My teachers will always listen to students' ideas.,Disagree,30,FALSE,TRUE
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,Student,My teachers will always listen to students' ideas.,Disagree,25,FALSE,TRUE
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,Student,My teachers will always listen to students' ideas.,Disagree,16,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,Student,My teachers will always listen to students' ideas.,Disagree,35,FALSE,TRUE
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,My teachers will always listen to students' ideas.,Disagree,15,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,Student,My teachers will always listen to students' ideas.,Disagree,16,FALSE,TRUE
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,Student,My teachers will always listen to students' ideas.,Disagree,29,FALSE,TRUE
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,Student,My teachers will always listen to students' ideas.,Disagree,26,FALSE,TRUE
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,Student,My teachers will always listen to students' ideas.,Disagree,8,FALSE,TRUE
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,Student,My teachers will always listen to students' ideas.,Disagree,25,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,Student,My teachers will always listen to students' ideas.,Disagree,27,FALSE,TRUE
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,Student,My teachers will always listen to students' ideas.,Disagree,0,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,Student,My teachers will always listen to students' ideas.,Disagree,19,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,Student,My teachers will always listen to students' ideas.,Disagree,35,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,Student,My teachers will always listen to students' ideas.,Disagree,27,FALSE,TRUE
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Student,My teachers will always listen to students' ideas.,Disagree,24,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,Student,My teachers will always listen to students' ideas.,Disagree,26,FALSE,TRUE
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,Student,My teachers will always listen to students' ideas.,Disagree,25,FALSE,TRUE
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,Student,My teachers will always listen to students' ideas.,Disagree,27,FALSE,TRUE
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,Student,My teachers will always listen to students' ideas.,Disagree,28,FALSE,TRUE
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Student,My teachers will always listen to students' ideas.,Disagree,17,FALSE,TRUE
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,Student,My teachers will always listen to students' ideas.,Disagree,22,FALSE,TRUE
2025,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,Student,My teachers will always listen to students' ideas.,Disagree,32,FALSE,TRUE
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,Student,My teachers will always listen to students' ideas.,Disagree,15,FALSE,TRUE
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,Student,My teachers will always listen to students' ideas.,Agree,44,TRUE,FALSE
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,Student,My teachers will always listen to students' ideas.,Agree,48,TRUE,FALSE
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,Student,My teachers will always listen to students' ideas.,Agree,59,TRUE,FALSE
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,Student,My teachers will always listen to students' ideas.,Agree,52,TRUE,FALSE
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,Student,My teachers will always listen to students' ideas.,Agree,40,TRUE,FALSE
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,Student,My teachers will always listen to students' ideas.,Agree,62,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,Student,My teachers will always listen to students' ideas.,Agree,37,TRUE,FALSE
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,My teachers will always listen to students' ideas.,Agree,47,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,Student,My teachers will always listen to students' ideas.,Agree,57,TRUE,FALSE
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,Student,My teachers will always listen to students' ideas.,Agree,50,TRUE,FALSE
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,Student,My teachers will always listen to students' ideas.,Agree,49,TRUE,FALSE
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,Student,My teachers will always listen to students' ideas.,Agree,53,TRUE,FALSE
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,Student,My teachers will always listen to students' ideas.,Agree,53,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,Student,My teachers will always listen to students' ideas.,Agree,49,TRUE,FALSE
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,Student,My teachers will always listen to students' ideas.,Agree,80,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,Student,My teachers will always listen to students' ideas.,Agree,56,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,Student,My teachers will always listen to students' ideas.,Agree,45,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,Student,My teachers will always listen to students' ideas.,Agree,54,TRUE,FALSE
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Student,My teachers will always listen to students' ideas.,Agree,37,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,Student,My teachers will always listen to students' ideas.,Agree,42,TRUE,FALSE
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,Student,My teachers will always listen to students' ideas.,Agree,55,TRUE,FALSE
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,Student,My teachers will always listen to students' ideas.,Agree,46,TRUE,FALSE
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,Student,My teachers will always listen to students' ideas.,Agree,51,TRUE,FALSE
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Student,My teachers will always listen to students' ideas.,Agree,36,TRUE,FALSE
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,Student,My teachers will always listen to students' ideas.,Agree,53,TRUE,FALSE
2025,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,Student,My teachers will always listen to students' ideas.,Agree,44,TRUE,FALSE
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,Student,My teachers will always listen to students' ideas.,Agree,55,TRUE,FALSE
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,Student,My teachers will always listen to students' ideas.,Strongly agree,22,TRUE,FALSE
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,Student,My teachers will always listen to students' ideas.,Strongly agree,30,TRUE,FALSE
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,Student,My teachers will always listen to students' ideas.,Strongly agree,11,TRUE,FALSE
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,Student,My teachers will always listen to students' ideas.,Strongly agree,11,TRUE,FALSE
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,Student,My teachers will always listen to students' ideas.,Strongly agree,28,TRUE,FALSE
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,Student,My teachers will always listen to students' ideas.,Strongly agree,19,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,Student,My teachers will always listen to students' ideas.,Strongly agree,19,TRUE,FALSE
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,My teachers will always listen to students' ideas.,Strongly agree,30,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,Student,My teachers will always listen to students' ideas.,Strongly agree,23,TRUE,FALSE
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,Student,My teachers will always listen to students' ideas.,Strongly agree,13,TRUE,FALSE
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,Student,My teachers will always listen to students' ideas.,Strongly agree,14,TRUE,FALSE
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,Student,My teachers will always listen to students' ideas.,Strongly agree,33,TRUE,FALSE
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,Student,My teachers will always listen to students' ideas.,Strongly agree,13,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,Student,My teachers will always listen to students' ideas.,Strongly agree,15,TRUE,FALSE
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,Student,My teachers will always listen to students' ideas.,Strongly agree,10,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,Student,My teachers will always listen to students' ideas.,Strongly agree,20,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,Student,My teachers will always listen to students' ideas.,Strongly agree,15,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,Student,My teachers will always listen to students' ideas.,Strongly agree,16,TRUE,FALSE
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Student,My teachers will always listen to students' ideas.,Strongly agree,34,TRUE,FALSE
2025,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,Student,My teachers will always listen to students' ideas.,Strongly agree,19,TRUE,FALSE
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,Student,My teachers will always listen to students' ideas.,Strongly agree,15,TRUE,FALSE
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,Student,My teachers will always listen to students' ideas.,Strongly agree,18,TRUE,FALSE
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,Student,My teachers will always listen to students' ideas.,Strongly agree,16,TRUE,FALSE
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Student,My teachers will always listen to students' ideas.,Strongly agree,40,TRUE,FALSE
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,Student,My teachers will always listen to students' ideas.,Strongly agree,14,TRUE,FALSE
2025,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,Student,My teachers will always listen to students' ideas.,Strongly agree,13,TRUE,FALSE
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,Student,My teachers will always listen to students' ideas.,Strongly agree,28,TRUE,FALSE
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,Student,My teachers treat me with respect.,Strongly disagree,6,FALSE,TRUE
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,Student,My teachers treat me with respect.,Strongly disagree,5,FALSE,TRUE
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,Student,My teachers treat me with respect.,Strongly disagree,3,FALSE,TRUE
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,Student,My teachers treat me with respect.,Strongly disagree,6,FALSE,TRUE
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,Student,My teachers treat me with respect.,Strongly disagree,6,FALSE,TRUE
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,Student,My teachers treat me with respect.,Strongly disagree,1,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,Student,My teachers treat me with respect.,Strongly disagree,7,FALSE,TRUE
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,Student,My teachers treat me with respect.,Strongly disagree,8,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,Student,My teachers treat me with respect.,Strongly disagree,4,FALSE,TRUE
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,Student,My teachers treat me with respect.,Strongly disagree,6,FALSE,TRUE
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,Student,My teachers treat me with respect.,Strongly disagree,6,FALSE,TRUE
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,Student,My teachers treat me with respect.,Strongly disagree,2,FALSE,TRUE
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,Student,My teachers treat me with respect.,Strongly disagree,4,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,Student,My teachers treat me with respect.,Strongly disagree,7,FALSE,TRUE
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,Student,My teachers treat me with respect.,Strongly disagree,0,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,Student,My teachers treat me with respect.,Strongly disagree,3,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,Student,My teachers treat me with respect.,Strongly disagree,5,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,Student,My teachers treat me with respect.,Strongly disagree,3,FALSE,TRUE
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Student,My teachers treat me with respect.,Strongly disagree,1,FALSE,TRUE
2025,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,Student,My teachers treat me with respect.,Strongly disagree,10,FALSE,TRUE
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,Student,My teachers treat me with respect.,Strongly disagree,3,FALSE,TRUE
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,Student,My teachers treat me with respect.,Strongly disagree,5,FALSE,TRUE
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,Student,My teachers treat me with respect.,Strongly disagree,5,FALSE,TRUE
