Year,Region,School,School_Key,School Level,Measure_Code,Measure_Name,Essential,Respondent_Type,Score
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,1,pgmc,Program Coherence,Effective Leaders,Teacher,39
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,1,pgmc,Program Coherence,Effective Leaders,Teacher,50
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,1,pgmc,Program Coherence,Effective Leaders,Teacher,56
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,1,pgmc,Program Coherence,Effective Leaders,Teacher,52
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,1,pgmc,Program Coherence,Effective Leaders,Teacher,46
2025,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,1,pgmc,Program Coherence,Effective Leaders,Teacher,47
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,1,pgmc,Program Coherence,Effective Leaders,Teacher,39
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,27
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,42
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,44
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,46
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,8,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,56
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,8,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,42
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,28
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,37
2024,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,29
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,2,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,48
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,38
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,8,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,44
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,2,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,60
2024,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,9,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,74
2024,Columbus,Horizon Science Academy - Columbus Primary,HORIZON SCIENCE ACADEMY COLUMBUS PRIMARY,8,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,45
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,6
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,8,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,22
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,2,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,48
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,33
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,20
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,38
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,49
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,40
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,28
2024,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,36
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,2,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,71
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,9,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,57
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,8,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,46
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,8,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,57
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,2,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,70
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,9,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,70
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,7
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,2,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,55
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,42
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,8,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,31
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,2,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,58
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,9,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,54
2025,Columbus,Horizon Science Academy - Columbus Primary,HORIZON SCIENCE ACADEMY COLUMBUS PRIMARY,8,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,33
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,22
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,8,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,31
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,2,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,60
2025,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,26
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,8,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,61
2025,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,33
2025,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,8
2025,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,46
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,45
2025,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,40
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,43
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,48
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,40
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,80
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,49
2025,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,22
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,1,pnfl,Parental Influence on Decision Making in Schools,Involved Families,Teacher,23
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,1,prt4,Parent Involvement in School,Involved Families,Teacher,9
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,1,prt4,Parent Involvement in School,Involved Families,Teacher,31
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,1,prt4,Parent Involvement in School,Involved Families,Teacher,15
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,1,prt4,Parent Involvement in School,Involved Families,Teacher,29
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,8,prt4,Parent Involvement in School,Involved Families,Teacher,48
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,8,prt4,Parent Involvement in School,Involved Families,Teacher,36
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,1,prt4,Parent Involvement in School,Involved Families,Teacher,28
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,1,prt4,Parent Involvement in School,Involved Families,Teacher,16
2024,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,1,prt4,Parent Involvement in School,Involved Families,Teacher,1
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,2,prt4,Parent Involvement in School,Involved Families,Teacher,34
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,1,prt4,Parent Involvement in School,Involved Families,Teacher,12
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,8,prt4,Parent Involvement in School,Involved Families,Teacher,15
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,2,prt4,Parent Involvement in School,Involved Families,Teacher,28
2024,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,9,prt4,Parent Involvement in School,Involved Families,Teacher,34
2024,Columbus,Horizon Science Academy - Columbus Primary,HORIZON SCIENCE ACADEMY COLUMBUS PRIMARY,8,prt4,Parent Involvement in School,Involved Families,Teacher,37
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,1,prt4,Parent Involvement in School,Involved Families,Teacher,1
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,8,prt4,Parent Involvement in School,Involved Families,Teacher,1
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,2,prt4,Parent Involvement in School,Involved Families,Teacher,36
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,1,prt4,Parent Involvement in School,Involved Families,Teacher,32
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,1,prt4,Parent Involvement in School,Involved Families,Teacher,5
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,1,prt4,Parent Involvement in School,Involved Families,Teacher,2
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,1,prt4,Parent Involvement in School,Involved Families,Teacher,21
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,1,prt4,Parent Involvement in School,Involved Families,Teacher,13
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,1,prt4,Parent Involvement in School,Involved Families,Teacher,39
2024,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,1,prt4,Parent Involvement in School,Involved Families,Teacher,27
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,2,prt4,Parent Involvement in School,Involved Families,Teacher,66
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,9,prt4,Parent Involvement in School,Involved Families,Teacher,16
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,8,prt4,Parent Involvement in School,Involved Families,Teacher,42
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,8,prt4,Parent Involvement in School,Involved Families,Teacher,42
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,2,prt4,Parent Involvement in School,Involved Families,Teacher,67
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,9,prt4,Parent Involvement in School,Involved Families,Teacher,45
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,1,prt4,Parent Involvement in School,Involved Families,Teacher,1
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,2,prt4,Parent Involvement in School,Involved Families,Teacher,36
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,1,prt4,Parent Involvement in School,Involved Families,Teacher,11
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,8,prt4,Parent Involvement in School,Involved Families,Teacher,9
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,2,prt4,Parent Involvement in School,Involved Families,Teacher,24
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,9,prt4,Parent Involvement in School,Involved Families,Teacher,20
2025,Columbus,Horizon Science Academy - Columbus Primary,HORIZON SCIENCE ACADEMY COLUMBUS PRIMARY,8,prt4,Parent Involvement in School,Involved Families,Teacher,26
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,1,prt4,Parent Involvement in School,Involved Families,Teacher,1
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,8,prt4,Parent Involvement in School,Involved Families,Teacher,3
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,2,prt4,Parent Involvement in School,Involved Families,Teacher,43
2025,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,1,prt4,Parent Involvement in School,Involved Families,Teacher,29
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,8,prt4,Parent Involvement in School,Involved Families,Teacher,62
2025,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,1,prt4,Parent Involvement in School,Involved Families,Teacher,26
2025,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,1,prt4,Parent Involvement in School,Involved Families,Teacher,1
2025,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,1,prt4,Parent Involvement in School,Involved Families,Teacher,39
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,1,prt4,Parent Involvement in School,Involved Families,Teacher,37
2025,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,1,prt4,Parent Involvement in School,Involved Families,Teacher,15
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,1,prt4,Parent Involvement in School,Involved Families,Teacher,14
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,1,prt4,Parent Involvement in School,Involved Families,Teacher,42
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,1,prt4,Parent Involvement in School,Involved Families,Teacher,19
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,1,prt4,Parent Involvement in School,Involved Families,Teacher,43
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,1,prt4,Parent Involvement in School,Involved Families,Teacher,22
2025,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,1,prt4,Parent Involvement in School,Involved Families,Teacher,28
2025,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,1,prt4,Parent Involvement in School,Involved Families,Teacher,35
2024,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,1,prti,Student Responsibility,Supplemental,Teacher,18
2024,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,1,prti,Student Responsibility,Supplemental,Teacher,40
2024,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,1,prti,Student Responsibility,Supplemental,Teacher,3
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,1,prti,Student Responsibility,Supplemental,Teacher,21
2024,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,8,prti,Student Responsibility,Supplemental,Teacher,12
2024,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,8,prti,Student Responsibility,Supplemental,Teacher,1
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,1,prti,Student Responsibility,Supplemental,Teacher,1
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,1,prti,Student Responsibility,Supplemental,Teacher,13
2024,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,1,prti,Student Responsibility,Supplemental,Teacher,7
2024,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,2,prti,Student Responsibility,Supplemental,Teacher,45
2024,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,1,prti,Student Responsibility,Supplemental,Teacher,21
2024,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,8,prti,Student Responsibility,Supplemental,Teacher,7
2024,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,2,prti,Student Responsibility,Supplemental,Teacher,50
2024,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,9,prti,Student Responsibility,Supplemental,Teacher,1
2024,Columbus,Horizon Science Academy - Columbus Primary,HORIZON SCIENCE ACADEMY COLUMBUS PRIMARY,8,prti,Student Responsibility,Supplemental,Teacher,36
2024,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,1,prti,Student Responsibility,Supplemental,Teacher,1
2024,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,8,prti,Student Responsibility,Supplemental,Teacher,1
2024,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,2,prti,Student Responsibility,Supplemental,Teacher,43
2024,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,1,prti,Student Responsibility,Supplemental,Teacher,3
2024,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,1,prti,Student Responsibility,Supplemental,Teacher,18
2024,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,1,prti,Student Responsibility,Supplemental,Teacher,13
2024,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,1,prti,Student Responsibility,Supplemental,Teacher,20
2024,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,1,prti,Student Responsibility,Supplemental,Teacher,18
2024,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,1,prti,Student Responsibility,Supplemental,Teacher,20
2024,Columbus,Noble Academy Columbus,NOBLE ACADEMY COLUMBUS,1,prti,Student Responsibility,Supplemental,Teacher,33
2024,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,2,prti,Student Responsibility,Supplemental,Teacher,53
2024,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,9,prti,Student Responsibility,Supplemental,Teacher,7
2025,MO,Gateway Science Academy - Smiley,GATEWAY SCIENCE ACADEMY SMILEY,8,prti,Student Responsibility,Supplemental,Teacher,11
2025,MO,Gateway Science Academy - South,GATEWAY SCIENCE ACADEMY SOUTH,8,prti,Student Responsibility,Supplemental,Teacher,1
2025,MO,Gateway Science Academy High - Fyler,GATEWAY SCIENCE ACADEMY HIGH FYLER,2,prti,Student Responsibility,Supplemental,Teacher,64
2025,MO,Gateway Science Academy Middle - Fyler,GATEWAY SCIENCE ACADEMY MIDDLE FYLER,9,prti,Student Responsibility,Supplemental,Teacher,21
2025,DC,Horizon Science Academy - Cincinnati,HORIZON SCIENCE ACADEMY CINCINNATI,1,prti,Student Responsibility,Supplemental,Teacher,1
2025,NO,Horizon Science Academy - Cleveland High,HORIZON SCIENCE ACADEMY CLEVELAND HIGH,2,prti,Student Responsibility,Supplemental,Teacher,46
2025,Unassigned,Horizon Science Academy - Cleveland Middle,HORIZON SCIENCE ACADEMY CLEVELAND MIDDLE,1,prti,Student Responsibility,Supplemental,Teacher,5
2025,Columbus,Horizon Science Academy - Columbus Elementary,HORIZON SCIENCE ACADEMY COLUMBUS ELEMENTARY,8,prti,Student Responsibility,Supplemental,Teacher,1
2025,Unassigned,Horizon Science Academy - Columbus High,HORIZON SCIENCE ACADEMY COLUMBUS HIGH,2,prti,Student Responsibility,Supplemental,Teacher,50
2025,Columbus,Horizon Science Academy - Columbus Middle,HORIZON SCIENCE ACADEMY COLUMBUS MIDDLE,9,prti,Student Responsibility,Supplemental,Teacher,3
2025,Columbus,Horizon Science Academy - Columbus Primary,HORIZON SCIENCE ACADEMY COLUMBUS PRIMARY,8,prti,Student Responsibility,Supplemental,Teacher,21
2025,DC,Horizon Science Academy - Dayton Downtown,HORIZON SCIENCE ACADEMY DAYTON DOWNTOWN,1,prti,Student Responsibility,Supplemental,Teacher,21
2025,DC,Horizon Science Academy - Dayton Elementary,HORIZON SCIENCE ACADEMY DAYTON ELEMENTARY,8,prti,Student Responsibility,Supplemental,Teacher,1
2025,DC,Horizon Science Academy - Dayton High,HORIZON SCIENCE ACADEMY DAYTON HIGH,2,prti,Student Responsibility,Supplemental,Teacher,40
2025,Unassigned,Horizon Science Academy - Denison Middle,HORIZON SCIENCE ACADEMY DENISON MIDDLE,1,prti,Student Responsibility,Supplemental,Teacher,1
2025,IA,Horizon Science Academy - Des Moines,HORIZON SCIENCE ACADEMY DES MOINES,8,prti,Student Responsibility,Supplemental,Teacher,1
2025,Unassigned,Horizon Science Academy - Lorain,HORIZON SCIENCE ACADEMY LORAIN,1,prti,Student Responsibility,Supplemental,Teacher,33
2025,Unassigned,Horizon Science Academy - Springfield,HORIZON SCIENCE ACADEMY SPRINGFIELD,1,prti,Student Responsibility,Supplemental,Teacher,18
2025,Unassigned,Horizon Science Academy - Toledo,HORIZON SCIENCE ACADEMY TOLEDO,1,prti,Student Responsibility,Supplemental,Teacher,30
2025,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,1,prti,Student Responsibility,Supplemental,Teacher,22
2025,Unassigned,Horizon Science Academy - Youngstown,HORIZON SCIENCE ACADEMY YOUNGSTOWN,1,prti,Student Responsibility,Supplemental,Teacher,24
2025,IN,Indiana Math and Science Academy - North,INDIANA MATH AND SCIENCE ACADEMY NORTH,1,prti,Student Responsibility,Supplemental,Teacher,18
2025,IN,Indiana Math and Science Academy - West,INDIANA MATH AND SCIENCE ACADEMY WEST,1,prti,Student Responsibility,Supplemental,Teacher,51
2025,MI,Michigan Math and Science Academy - Dequindre,MICHIGAN MATH AND SCIENCE ACADEMY DEQUINDRE,1,prti,Student Responsibility,Supplemental,Teacher,11
2025,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,1,prti,Student Responsibility,Supplemental,Teacher,13
2025,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,1,prti,Student Responsibility,Supplemental,Teacher,26
2025,Unassigned,Noble Academy Cleveland,NOBLE ACADEMY CLEVELAND,1,prti,Student Responsibility,Supplemental,Teacher,12
