Year,Role,Item_Text,Pct_Favorable,Pct_Unfavorable,Rank_Strength,Rank_Concern
2025,Teacher,We have so many different programs in this school that I can’t keep track of them all.,39.17857143,61.07142857,41,62
2025,Teacher,What helps students learn the best.,0,0,57,1
2025,Teacher,Worked on instructional strategies with other teachers?,0,7,57,1
2025,Teacher,Worked with other teachers to develop materials or activities for particular classes?,0,11.39285714,57,1
2026,Student,Adults in this neighborhood know who the local children are.,39.33333333,37.3,49,39
2026,Student,All students are encouraged to go to college.,27.06666667,6.233333333,60,28
2026,Student,Apply math to situations in life outside of school.,0,15.76666667,62,1
2026,Student,Are you challenged?,44.53333333,6.966666667,44,44
2026,Student,Debate the meaning of a reading.,0,14.56666667,62,1
2026,Student,Discuss connections between a reading and real life people or situations.,0,7.933333333,62,1
2026,Student,"Discuss how culture, time, or place affects an author's writing.",0,8,62,1
2026,Student,Discuss possible solutions to problems with other students.,0,10.86666667,62,1
2026,Student,Do you have to work hard to do well?,43.2,4.7,46,42
2026,Student,Does the teacher ask difficult questions in class?,38.26666667,9.033333333,50,38
2026,Student,Does the teacher ask difficult questions on tests?,40.33333333,7.666666667,48,40
2026,Student,Doesn't let students give up when the work gets hard.,84.86666667,15.03333333,9,79
2026,Student,Don't get along together very well.,49.63333333,50.5,42,45
2026,Student,"During the day, it is safe for children to play in the local park or playground.",59.5,17.13333333,37,51
2026,Student,Encourage you to work hard at school.,66.2,1.966666667,28,60
2026,Student,Encourages students to share their ideas about things we are studying in class.,83.1,16.96666667,14,74
2026,Student,Encourages us to consider different solutions or points of view.,84.13333333,15.93333333,12,76
2026,Student,Expects everyone to work hard.,91.63333333,8.466666667,1,87
2026,Student,Expects me to do my best all the time.,89.5,10.53333333,5,83
2026,Student,Explain how writers use tools like symbolism and metaphor to communicate meaning.,0,1.7,62,1
2026,Student,Explain how you solved a problem to the class.,0,10.73333333,62,1
2026,Student,Explains things in a different way if I don't understand something in class.,84.7,15.16666667,11,77
2026,Student,Feel it is important to attend school every day?,0,0,62,1
2026,Student,Feel it is important to pay attention in class?,0,0,62,1
2026,Student,Find information from graphs and tables.,0,8.266666667,62,1
2026,Student,Generate your own hypotheses.,0,11.5,62,1
2026,Student,Gives me specific suggestions about how I can improve my work in this class.,82.3,17.86666667,16,72
2026,Student,Help each other learn.,72.23333333,27.73333333,22,66
2026,Student,Helps me catch up if I am behind.,82.63333333,17.23333333,15,73
2026,Student,High school is seen as preparation for the future.,29.13333333,4.133333333,53,35
2026,Student,High school teaches me valuable skills.,28.16666667,5.166666667,56,32
2026,Student,I always study for tests.,59.03333333,41.06666667,38,50
2026,Student,I feel comfortable with my teachers at this school.,85.1,15,7,80
2026,Student,I feel safe with my teachers at this school.,89.13333333,10.76666667,6,82
2026,Student,I have someone who is helping me with my college and career goals.,27.53333333,5.833333333,57,31
2026,Student,I know what my teacher wants me to learn in this class.,66.9,9.833333333,27,61
2026,Student,I learn a lot from feedback on my work.,61.56666667,15.1,33,55
2026,Student,I set aside time to do my homework and study.,71.83333333,28.2,24,64
2026,Student,I try to do well on my schoolwork even when it isn't interesting to me.,89.7,10.3,3,85
2026,Student,I usually look forward to this class.,72,28.1,23,65
2026,Student,I work hard to do my best in this class.,89.56666667,10.3,4,84
2026,Student,I'm really learning a lot in this class.,85.1,15.06666667,7,80
2026,Student,"If I need to study, I don't go out with my friends.",65.86666667,34,29,59
2026,Student,Improve a piece of writing as a class or with partners.,0,7.066666667,62,1
2026,Student,In the bathrooms of the school?,0,0,62,1
2026,Student,In the hallways of the school?,0,0,62,1
2026,Student,In your classes?,0,0,62,1
2026,Student,Is willing to give extra help on schoolwork if I need it.,81.2,18.73333333,18,70
2026,Student,It's clear to me what I need to do to get a good grade.,67.83333333,8.866666667,26,62
2026,Student,Like to put others down.,44.3,55.76666667,45,43
2026,Student,Listen to you when you need to talk.,58.26666667,4.266666667,40,48
2026,Student,My classes give me useful preparation for what I plan to do in life.,27,6.3,61,27
2026,Student,My teachers always keep their promises.,59.53333333,40.13333333,36,52
2026,Student,My teachers treat me with respect.,84.8,15.16666667,10,78
2026,Student,My teachers will always listen to students' ideas.,70.86666667,29.1,25,63
2026,Student,Notices if I have trouble learning something.,80.93333333,19,19,69
2026,Student,Often connects what I am learning to life outside of the classroom.,72.46666667,27.56666667,21,67
2026,Student,Often requires me to explain my answers.,83.8,16.16666667,13,75
2026,Student,Outside around the school?,0,0,62,1
2026,Student,People in this neighborhood can be trusted.,43.03333333,33.8,47,41
2026,Student,Rewrite a paper or essay in response to comments.,0,10.43333333,62,1
2026,Student,Show they are proud of you.,60.93333333,2.866666667,35,53
2026,Student,Solve a problem with multiple steps that takes more than 20 minutes.,0,4.4,62,1
2026,Student,Sometimes I get so interested in my work I don't want to stop.,63.13333333,36.86666667,31,57
2026,Student,Take time to help you make decisions.,58.83333333,4.633333333,39,49
2026,Student,Teachers make sure that all students are planning for life after graduation.,28.36666667,5.066666667,55,33
2026,Student,"Teachers pay attention to all students, not just the top students.",27.4,5.9,59,29
2026,Student,Teachers work hard to make sure that all students are learning.,29.3,4,51,37
2026,Student,Teachers work hard to make sure that students stay in school.,28.86666667,4.4,54,34
2026,Student,"The equipment and buildings in the neighborhood, park, or playground are well kept.",55.3,21.43333333,41,47
2026,Student,The homework assignments help me to learn the course material.,61.23333333,15.46666667,34,54
2026,Student,The topics we are studying are interesting and challenging.,79.46666667,20.33333333,20,68
2026,Student,The work we do in class is good preparation for the test.,65.46666667,11.06666667,30,58
2026,Student,There are adults in this neighborhood that children can look up to.,49.63333333,27.03333333,42,45
2026,Student,Think doing homework is important?,0,0,62,1
2026,Student,This class really makes me think.,82.23333333,17.66666667,17,71
2026,Student,Traveling between home and school?,0,0,62,1
2026,Student,Treat each other with respect.,62.23333333,37.7,32,56
2026,Student,Try hard to get good grades?,0,0,62,1
2026,Student,Use evidence/data to support an argument or hypothesis.,0,8.6,62,1
2026,Student,Use laboratory equipment or specimens.,0,20.13333333,62,1
2026,Student,"Wants us to become better thinkers, not just memorize things.",91.46666667,8.566666667,2,86
2026,Student,What we learn in class is necessary for success in the future.,27.43333333,5.9,58,30
2026,Student,Working hard in high school matters for success in the workforce.,29.16666667,4.166666667,52,36
2026,Student,Write a few sentences to explain how you solved a math problem.,0,12.43333333,62,1
2026,Student,Write a math problem for other students to solve.,0,28.83333333,62,1
2026,Student,Write lab reports.,0,18,62,1
2026,Teacher,A conscious effort is made by faculty to make new teachers feel welcome here.,90.56666667,9.433333333,6,97
2026,Teacher,Actively participate in class activities?,0,0,57,1
2026,Teacher,Always turn in their homework?,0,0,57,1
2026,Teacher,Are eager to try new ideas?,88.3,11.66666667,10,93
2026,Teacher,Are really trying to improve their teaching?,0,0,57,1
2026,Teacher,Are willing to take risks to make the school better?,0,0,57,1
2026,Teacher,Attend class regularly?,0,0,57,1
2026,Teacher,Attended parent-teacher conferences when you requested them?,0,0,57,1
2026,Teacher,Been closely connected to my school's improvement plan.,81.13333333,19.03333333,27,76
2026,Teacher,"Been sustained and coherently focused, rather than short-term and unrelated.",76.9,23.1,33,70
2026,Teacher,Come to class on time?,0,0,57,1
2026,Teacher,Come to class prepared with the appropriate supplies and books?,0,0,57,1
2026,Teacher,Communicates a clear vision for our school.,89.2,10.9,7,96
2026,Teacher,Contacted you about their child's performance?,0,0,57,1
2026,Teacher,Create serious behavior problems in your class?,4.766666667,0,55,48
2026,Teacher,"Curriculum, instruction, and learning materials are well coordinated across different grade levels at this school.",79.46666667,20.7,29,74
2026,Teacher,Determining the content of in-service programs.,0,0,57,1
2026,Teacher,Determining which books and other instructional materials are used in classrooms.,0,0,57,1
2026,Teacher,"Develop formal networks to link all families with each other (for example: sharing parent directories, providing a website for parents/guardians to connect with one another, etc.)?",0,15.13333333,57,1
2026,Teacher,Development of new curriculum.,0,0,57,1
2026,Teacher,Disorder in classrooms,0,9.766666667,57,1
2026,Teacher,Disorder in hallways,0,9.7,57,1
2026,Teacher,"Do off-task things (e.g., play games, text, talk on cell phone) during instructional time?",15.16666667,0,52,51
2026,Teacher,Do their best to help their children learn?,0,0.833333333,57,1
2026,Teacher,Encourage more involved parents/guardians to reach out to less involved parents/guardians?,0,25.33333333,57,1
2026,Teacher,Establishing the curriculum and instructional program.,0,0,57,1
2026,Teacher,"Experienced teachers invite new teachers into their classes to observe, give feedback, etc.",70.56666667,29.43333333,35,68
2026,Teacher,Feel responsible for helping students develop self-control?,0,0,57,1
2026,Teacher,Feel responsible that all students learn?,0,0,57,1
2026,Teacher,Feel responsible to help each other do their best?,0,0,57,1
2026,Teacher,Feel responsible when students in this school fail?,0,0,57,1
2026,Teacher,Gang activity,0,29.76666667,57,1
2026,Teacher,Gone over student assessment data with other teachers to make instructional decisions?,0,14.36666667,57,1
2026,Teacher,Has provided me with the support I need to improve my teaching.,83.03333333,17.13333333,24,79
2026,Teacher,"Help maintain discipline in the entire school, not just their classroom?",0,0,57,1
2026,Teacher,I feel loyal to this school.,85.6,14.36666667,16,87
2026,Teacher,I trust the principal at his or her word.,88.43333333,11.63333333,9,94
2026,Teacher,I usually look forward to each working day at this school.,84.06666667,15.86666667,21,82
2026,Teacher,I would recommend this school to parents seeking a place for their child.,77.7,22.3,30,73
2026,Teacher,I wouldn't want to work in any other school.,69.7,30.33333333,36,67
2026,Teacher,Include parent leaders from all backgrounds in school improvement?,0,15.6,57,1
2026,Teacher,"Included enough time to think carefully about, try, and evaluate new ideas.",77.3,22.86666667,31,72
2026,Teacher,Included opportunities to work productively with colleagues in my school.,79.86666667,20.26666667,28,75
2026,Teacher,Included opportunities to work productively with teachers from other schools.,56.73333333,43.26666667,37,66
2026,Teacher,Involve parents/guardians in commenting on school curricula?,0,27.03333333,57,1
2026,Teacher,Involve parents/guardians in the development of programs aimed at improving students' academic outcomes?,0,8.566666667,57,1
2026,Teacher,"It's OK in this school to discuss feelings, worries, and frustrations with other teachers.",85.7,14.36666667,14,88
2026,Teacher,"It's OK in this school to discuss feelings, worries, and frustrations with the principal.",84.53333333,15.36666667,20,83
2026,Teacher,Knows what's going on in my classroom.,82.63333333,17.63333333,25,78
2026,Teacher,Makes clear to the staff the leadership's expectations for meeting instructional goals.,90.73333333,9.4,5,98
2026,Teacher,Makes sure teachers receive the coaching and support they need to implement new practices.,83.06666667,17.06666667,23,80
2026,Teacher,Managing classroom behavior.,0,0,57,1
2026,Teacher,Many special programs come and go at this school.,41,59.1,41,62
2026,Teacher,Most of the students in this school are planning to go to college.,23.4,9.9,49,54
2026,Teacher,Most students participate in the discussion at some point.,43.56666667,10.93333333,38,65
2026,Teacher,Observed another teacher's class to get ideas for your own instruction?,0,43.43333333,57,1
2026,Teacher,Observed another teacher's class to offer feedback?,0,52.36666667,57,1
2026,Teacher,"Once we start a new program in this school, we follow up to make sure that it's working.",77.2,22.93333333,32,71
2026,Teacher,Physical conflicts among students,0,12.66666667,57,1
2026,Teacher,Planning how discretionary school funds should be used.,0,0,57,1
2026,Teacher,Presses teachers to implement what they have learned in professional development.,85.46666667,14.5,17,86
2026,Teacher,Provides me with useful feedback to improve my teaching.,83.3,16.73333333,22,81
2026,Teacher,Refuse to respond when addressed?,5.266666667,0,54,49
2026,Teacher,Regularly pay attention in class?,0,0,57,1
2026,Teacher,Responded to your suggestions for helping their child?,0,0,57,1
2026,Teacher,Robbery or theft,0,51,57,1
2026,Teacher,Setting standards for student behavior.,0,0,57,1
2026,Teacher,Staff at this school work hard to build trusting relationships with parents/guardians.,94,6.133333333,1,102
2026,Teacher,Student disrespect of teachers,0,7.5,57,1
2026,Teacher,Students build on each other's ideas during discussion.,30.33333333,13.5,44,59
2026,Teacher,Students encourage each other to participate in discussion.,27.53333333,28.16666667,47,55
2026,Teacher,Students provide constructive feedback to their peers and to me.,21.96666667,21.8,51,52
2026,Teacher,Students show each other respect.,41.06666667,9.3,40,63
2026,Teacher,Students use data and text references to support their ideas.,22.43333333,24.63333333,50,53
2026,Teacher,Support your teaching efforts?,0,0,57,1
2026,Teacher,Take responsibility for improving the school?,0,0,57,1
2026,Teacher,Teachers and parents/guardians at this school think of each other as partners in educating children.,75.2,24.9,34,69
2026,Teacher,Teachers at this school help students plan for college outside of class time.,27.53333333,5.733333333,47,55
2026,Teacher,Teachers at this school respect those colleagues who are experts at their craft.,91.96666667,8.133333333,3,100
2026,Teacher,Teachers expect most students in this school to go to college.,28.43333333,4.9,46,57
2026,Teacher,Teachers in this school feel that it is a part of their job to prepare students to succeed in college.,30.9,2.466666667,43,60
2026,Teacher,Teachers in this school share and discuss student work with other teachers.,85.7,14.5,14,88
2026,Teacher,Teachers in this school trust each other.,88.13333333,11.96666667,12,91
2026,Teacher,Teachers respect other teachers who take the lead in school improvement efforts.,88.5,11.46666667,8,95
2026,Teacher,"Teachers talk about instruction in the teachers' lounge, faculty meetings, etc.",84.9,15.2,18,85
2026,Teacher,The curriculum at this school is focused on helping students get ready for college.,30.16666667,3.166666667,45,58
2026,Teacher,The goals of this school.,0,0,57,1
2026,Teacher,The principal at this school is an effective manager who makes the school run smoothly.,84.6,16.06666667,19,84
2026,Teacher,The principal has confidence in the expertise of the teachers.,91.46666667,8.6,4,99
2026,Teacher,The principal looks out for the personal welfare of the faculty members.,88.2,11.83333333,11,92
2026,Teacher,The principal places the needs of children ahead of personal and political interests.,92.23333333,7.866666667,2,101
2026,Teacher,The principal takes a personal interest in the professional development of teachers.,87.23333333,12.73333333,13,90
2026,Teacher,"There is consistency in curriculum, instruction, and learning materials among teachers in the same grade level at this school.",82.06666667,17.86666667,26,77
2026,Teacher,This school would be my first choice for my own child.,42.5,57.33333333,39,64
2026,Teacher,Threaten you verbally?,1.6,0,56,47
2026,Teacher,Threats of violence toward teachers,0,60.46666667,57,1
2026,Teacher,Use inappropriate language during class?,8.7,0,53,50
2026,Teacher,"Volunteered time to support the school (e.g., volunteer in classrooms, help with school-wide events, etc.)?",0,0,57,1
2026,Teacher,We have so many different programs in this school that I can’t keep track of them all.,38,62,42,61
2026,Teacher,What helps students learn the best.,0,0,57,1
2026,Teacher,Worked on instructional strategies with other teachers?,0,9.866666667,57,1
2026,Teacher,Worked with other teachers to develop materials or activities for particular classes?,0,14.33333333,57,1
