Year,Region,School,School_Key,Role,Item_Text,Pct_Favorable,Pct_Unfavorable,Response_Options,Pct_Neutral_Other
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,Teachers at this school help students plan for college outside of class time.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,Teachers at this school respect those colleagues who are experts at their craft.,84,15,"Strongly disagree, Disagree, Agree, Strongly agree",1
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,Teachers can trust that the principal's decisions will be reasonable and justified.,86,14,"Strongly disagree, Disagree, Agree, Strongly agree, Not at all, A little, Some, To a great extent",0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,Teachers expect most students in this school to go to college.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,Teachers in this school are comfortable asking colleagues to help them develop weaker areas of their practice.,92,8,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,Teachers in this school feel that it is a part of their job to prepare students to succeed in college.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,Teachers in this school have confidence in their colleagues' expertise.,70,31,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,Teachers in this school share and discuss student work with other teachers.,85,16,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,Teachers in this school trust each other.,69,31,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,Teachers in this school value each other's point of view.,85,15,"Strongly disagree, Disagree, Agree, Strongly agree, Some, About half, Most, Nearly all",0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,Teachers respect other teachers who take the lead in school improvement efforts.,70,31,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,"Teachers talk about instruction in the teachers' lounge, faculty meetings, etc.",92,8,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,The curriculum at this school is focused on helping students get ready for college.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,The goals of this school.,0,0,"Less than once a month, 2 or 3 times per month, 1 or 2 times per week, Almost daily",100
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,The principal at this school is an effective manager who makes the school run smoothly.,64,36,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,The principal has confidence in the expertise of the teachers.,100,0,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,The principal knows his or her own strengths and weaknesses.,92,7,"Strongly disagree, Disagree, Agree, Strongly agree",1
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,The principal looks out for the personal welfare of the faculty members.,92,7,"Strongly disagree, Disagree, Agree, Strongly agree",1
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,The principal places the needs of children ahead of personal and political interests.,93,7,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,The principal takes a personal interest in the professional development of teachers.,86,14,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,"There is consistency in curriculum, instruction, and learning materials among teachers in the same grade level at this school.",86,14,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,Threats of violence toward teachers,0,100,"Not at all, A little, Some, To a great extent",0
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,"Volunteered time to support the school (e.g., volunteer in classrooms, help with school-wide events, etc.)?",0,0,"Some, About half, Most, All",100
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,We have so many different programs in this school that I can't keep track of them all.,14,85,"Strongly disagree, Disagree, Agree, Strongly agree",1
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,What helps students learn the best.,0,0,"Less than once a month, 2 or 3 times per month, 1 or 2 times per week, Almost daily",100
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,Worked on instructional strategies with other teachers?,0,10,"Never, Once or twice, 3-9 times, 10 or more times",90
2024,MI,Michigan Math and Science Academy - Lorraine,MICHIGAN MATH AND SCIENCE ACADEMY LORRAINE,Teacher,Worked with other teachers to develop materials or activities for particular classes?,0,0,"Never, Once or twice, 3-9 times, 10 or more times",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,A conscious effort is made by faculty to make new teachers feel welcome here.,76,25,"Strongly disagree, Disagree, Agree, Strongly agree, A few, Most, All",-1
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Actively participate in class activities?,0,0,"Some, About half, Most, Nearly all",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Always turn in their homework?,0,0,"Some, About half, Most, Nearly all",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Are eager to try new ideas?,0,0,"Some, About half, Most, Nearly all, Strongly disagree, Disagree, Agree, Strongly agree",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Are really trying to improve their teaching?,0,0,"Some, About half, Most, Nearly all",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Are willing to take risks to make the school better?,0,0,"Some, About half, Most, Nearly all",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Attend class regularly?,0,0,"Some, About half, Most, Nearly all",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Attended parent-teacher conferences when you requested them?,0,0,"Some, About half, Most, All",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Been closely connected to my school's improvement plan.,50,50,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,"Been sustained and coherently focused, rather than short-term and unrelated.",58,42,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Come to class on time?,0,0,"Some, About half, Most, Nearly all",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Come to class prepared with the appropriate supplies and books?,0,0,"Some, About half, Most, Nearly all",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Communicates a clear vision for our school.,75,25,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Contacted you about their child's performance?,0,0,"Some, About half, Most, All",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,"Curriculum, instruction, and learning materials are well coordinated across the different grade levels at this school.",42,58,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Determining the content of in-service programs.,0,0,"No influence, A little influence, Some influence, A great deal of influence",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Determining which books and other instructional materials are used in classrooms.,0,0,"No influence, A little influence, Some influence, A great deal of influence",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,"Develop formal networks to link all families with each other (for example: sharing parent directories, providing a website for parents/guardians to connect with one another, etc.)?",0,13,"Not at all, A little, Somewhat, A great deal",87
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Development of new curriculum.,0,0,"Less than once a month, 2 or 3 times per month, 1 or 2 times per week, Almost daily",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Disorder in classrooms,0,8,"Not at all, A little, Some, To a great extent",92
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Disorder in hallways,0,17,"Not at all, A little, Some, To a great extent",83
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Do their best to help their children learn?,0,0,"Some, About half, Most, All, Not at all, A little, To a great extent",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Encourage more involved parents/guardians to reach out to less involved parents/guardians?,0,25,"Not at all, A little, Somewhat, A great deal",75
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Establishing the curriculum and instructional program.,0,0,"No influence, A little influence, Some influence, A great deal of influence",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,"Experienced teachers invite new teachers into their classes to observe, give feedback, etc.",51,50,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Feel responsible for helping students develop self-control?,0,0,"Some, About half, Most, Nearly all",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Feel responsible that all students learn?,0,0,"Some, About half, Most, Nearly all",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Feel responsible to help each other do their best?,0,0,"Some, About half, Most, Nearly all",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Feel responsible when students in this school fail?,0,0,"Some, About half, Most, Nearly all",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Gang activity,0,0,"Not at all, A little, Some, To a great extent",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Gone over student assessment data with other teachers to make instructional decisions?,0,25,"Never, Once or twice, 3-9 times, 10 or more times",75
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Has provided me with the support I need to improve my teaching.,58,41,"Strongly disagree, Disagree, Agree, Strongly agree",1
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,"Help maintain discipline in the entire school, not just their classroom?",0,0,"Some, About half, Most, Nearly all",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,I am proud to work at this school.,58,42,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,I feel loyal to this school.,59,42,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,I trust the principal at his or her word.,34,66,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,I usually look forward to each working day at this school.,58,42,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,I would recommend this school to parents seeking a place for their child.,25,75,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,I wouldn't want to work in any other school.,41,59,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Include parent leaders from all backgrounds in school improvement?,0,25,"Not at all, A little, Somewhat, A great deal",75
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,"Included enough time to think carefully about, try, and evaluate new ideas.",75,25,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Included opportunities to work productively with colleagues in my school.,75,25,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Included opportunities to work productively with teachers from other schools.,50,50,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Involve parents/guardians in commenting on school curricula?,0,25,"Not at all, A little, Somewhat, A great deal",75
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Involve parents/guardians in the development of programs aimed at improving students' academic outcomes?,0,25,"Not at all, A little, Somewhat, A great deal",75
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,"It's OK in this school to discuss feelings, worries, and frustrations with other teachers.",101,0,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,"It's OK in this school to discuss feelings, worries, and frustrations with the principal.",42,58,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Knows what's going on in my classroom.,59,41,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Makes clear to the staff the leadership's expectations for meeting instructional goals.,83,17,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Makes sure teachers receive the coaching and support they need to implement new practices.,50,50,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Managing classroom behavior.,0,0,"Less than once a month, 2 or 3 times per month, 1 or 2 times per week, Almost daily",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Many special programs come and go at this school.,58,42,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Most of the students in this school are planning to go to college.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Most students participate in the discussion at some point.,70,10,"Never, Rarely, Sometimes, Almost always",20
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Observed another teacher's class to get ideas for your own instruction?,0,0,"Never, Once or twice, 3-9 times, 10 or more times",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Observed another teacher's class to offer feedback?,0,63,"Never, Once or twice, 3-9 times, 10 or more times",37
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,"Once we start a new program in this school, we follow up to make sure that it's working.",16,84,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Physical conflicts among students,0,0,"Not at all, A little, Some, To a great extent",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Planning how discretionary school funds should be used.,0,0,"No influence, A little influence, Some influence, A great deal of influence",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Presses teachers to implement what they have learned in professional development.,67,33,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Provides me with useful feedback to improve my teaching.,58,42,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Regularly pay attention in class?,0,0,"Some, About half, Most, Nearly all",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Responded to your suggestions for helping their child?,0,0,"Some, About half, Most, All",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Robbery or theft,0,42,"Not at all, A little, Some, To a great extent",58
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Setting standards for student behavior.,0,0,"No influence, A little influence, Some influence, A great deal of influence",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Staff at this school work hard to build trusting relationships with parents.,92,8,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Student disrespect of teachers,0,17,"Not at all, A little, Some, To a great extent",83
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Students build on each other's ideas during discussion.,50,20,"Never, Rarely, Sometimes, Almost always",30
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Students encourage each other to participate in discussion.,30,30,"Never, Rarely, Sometimes, Almost always",40
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Students provide constructive feedback to their peers and to me.,20,20,"Never, Rarely, Sometimes, Almost always",60
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Students show each other respect.,50,20,"Never, Rarely, Sometimes, Almost always",30
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Students use data and text references to support their ideas.,0,20,"Never, Rarely, Sometimes, Almost always",80
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Support your teaching efforts?,0,0,"Some, About half, Most, All",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Take on responsibilities outside of their classrooms?,0,0,"Some, About half, Most, Nearly all",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Take responsibility for improving the school?,0,0,"Some, About half, Most, Nearly all",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Teachers and parents at this school think of each other as partners in educating children.,58,41,"Strongly disagree, Disagree, Agree, Strongly agree",1
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Teachers at this school help students plan for college outside of class time.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Teachers at this school respect those colleagues who are experts at their craft.,101,0,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Teachers can trust that the principal's decisions will be reasonable and justified.,41,59,"Strongly disagree, Disagree, Agree, Strongly agree, Not at all, A little, Some, To a great extent",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Teachers expect most students in this school to go to college.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Teachers in this school are comfortable asking colleagues to help them develop weaker areas of their practice.,100,0,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Teachers in this school feel that it is a part of their job to prepare students to succeed in college.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Teachers in this school have confidence in their colleagues' expertise.,88,13,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Teachers in this school share and discuss student work with other teachers.,101,0,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Teachers in this school trust each other.,100,0,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Teachers in this school value each other's point of view.,101,0,"Strongly disagree, Disagree, Agree, Strongly agree, Some, About half, Most, Nearly all",-1
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Teachers respect other teachers who take the lead in school improvement efforts.,101,0,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,"Teachers talk about instruction in the teachers' lounge, faculty meetings, etc.",88,13,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,The curriculum at this school is focused on helping students get ready for college.,0,0,"Strongly disagree, Disagree, Agree, Strongly agree",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,The goals of this school.,0,0,"Less than once a month, 2 or 3 times per month, 1 or 2 times per week, Almost daily",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,The principal at this school is an effective manager who makes the school run smoothly.,16,83,"Strongly disagree, Disagree, Agree, Strongly agree",1
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,The principal has confidence in the expertise of the teachers.,67,33,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,The principal knows his or her own strengths and weaknesses.,25,75,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,The principal looks out for the personal welfare of the faculty members.,58,41,"Strongly disagree, Disagree, Agree, Strongly agree",1
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,The principal places the needs of children ahead of personal and political interests.,67,34,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,The principal takes a personal interest in the professional development of teachers.,25,75,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,"There is consistency in curriculum, instruction, and learning materials among teachers in the same grade level at this school.",42,58,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Threats of violence toward teachers,0,25,"Not at all, A little, Some, To a great extent",75
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,"Volunteered time to support the school (e.g., volunteer in classrooms, help with school-wide events, etc.)?",0,0,"Some, About half, Most, All",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,We have so many different programs in this school that I can't keep track of them all.,33,67,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,What helps students learn the best.,0,0,"Less than once a month, 2 or 3 times per month, 1 or 2 times per week, Almost daily",100
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Worked on instructional strategies with other teachers?,0,13,"Never, Once or twice, 3-9 times, 10 or more times",87
2024,MN,Horizon Science Academy - Twin Cities,HORIZON SCIENCE ACADEMY TWIN CITIES,Teacher,Worked with other teachers to develop materials or activities for particular classes?,0,25,"Never, Once or twice, 3-9 times, 10 or more times",75
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,Student,Adults in this neighborhood know who the local children are.,63,37,"Strongly disagree, Disagree, Agree, Strongly agree",0
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,Student,All students are encouraged to go to college.,85,16,"Strongly disagree, Disagree, Agree, Strongly agree",-1
2024,MN,Minnesota Math and Science Academy,MINNESOTA MATH AND SCIENCE ACADEMY,Student,Apply math to situations in life outside of school.,0,15,"Never, Once or twice a semester, Once or twice a month, Once or twice a week, Almost every day",85
